date,close,volume,return,volatility,weekly_return,weekly_volatility,Bitcoin,crypto crash,buy bitcoin,bitcoin price,trends_composite,trends_lag1,trends_lag4,bitcoin_lag1,trends_log,trends_log_lag1
2019-01-07,3975.45,216738.97415599998,0.04793875556649581,,,,34,0,1,8,10.75,,,,2.463853240590168,
2019-01-14,3626.09,249252.642899,-0.0856731848474758,0.037963830091713814,-0.08787935956935689,,33,0,1,7,10.25,10.75,,34.0,2.4203681286504293,2.463853240590168
2019-01-21,3526.9,183805.01858899998,-0.026629983247863902,0.028880741453704086,-0.027354533395475555,,29,0,1,6,9.0,10.25,,33.0,2.302585092994046,2.4203681286504293
2019-01-28,3434.15,175327.125423,-0.025987491176689345,0.014996435840150512,-0.02629788199268479,0.05471641425511033,29,0,1,7,9.25,9.0,,29.0,2.327277705584417,2.302585092994046
2019-02-04,3463.22,169300.97513,0.008770010694266202,0.014141627217084087,0.00846497677736835,0.03918934290903687,32,0,1,6,9.75,9.25,10.75,29.0,2.3749057545736716,2.327277705584417
2019-02-11,3631.05,200173.307451,0.0504102867735381,0.022719960560242645,0.048460681100247927,0.03647761022889546,29,0,1,6,9.0,9.75,10.25,32.0,2.302585092994046,2.3749057545736716
2019-02-18,3898.6,207083.92106000002,0.07313889828460281,0.019845192591361086,0.07368392062901918,0.044030861868381385,33,0,1,7,10.25,9.0,9.0,29.0,2.4203681286504293,2.302585092994046
2019-02-25,3827.92,275444.458013,-0.01271478805899089,0.029689960020538943,-0.018129584979223234,0.03895626091278608,31,0,1,7,9.75,10.25,9.25,33.0,2.3749057545736716,2.4203681286504293
2019-03-04,3715.3,186983.122141,-0.0295388438934704,0.03162586036615302,-0.029420677548120056,0.049235701308887984,28,0,1,5,8.5,9.75,9.75,31.0,2.2512917986064953,2.3749057545736716
2019-03-11,3871.61,211157.47401499999,0.042226423547453,0.01874358912982674,0.04207197265362139,0.04771529671771844,28,0,1,5,8.5,8.5,9.0,28.0,2.2512917986064953,2.2512917986064953
2019-03-18,3987.81,170007.937118,0.0298983321610699,0.010481033779793243,0.030013353617745597,0.034098481085223044,28,0,1,6,8.75,8.5,10.25,28.0,2.277267285009756,2.2512917986064953
2019-03-25,3936.12,167021.67569,-0.012760826706082199,0.009555101718340158,-0.012962001700181358,0.0341075709238125,28,0,1,5,8.5,8.75,9.75,28.0,2.2512917986064953,2.277267285009756
2019-04-01,4144.56,170429.05247300002,0.0520849922483946,0.011633933798591414,0.05295570257004378,0.028562508732992514,49,0,1,11,15.25,8.5,8.5,28.0,2.7880929087757464,2.2512917986064953
2019-04-08,5236.9,445661.331879,0.2480126361419786,0.06246661663084079,0.26355994363696,0.11564360557531071,40,0,1,9,12.5,15.25,8.5,49.0,2.6026896854443837,2.7880929087757464
2019-04-15,5024.95,226745.168204,-0.0387733075781007,0.025283328653689714,-0.040472416887853524,0.1296705691766742,34,0,1,8,10.75,12.5,8.75,40.0,2.463853240590168,2.6026896854443837
2019-04-22,5357.14,169062.572473,0.06474172210365642,0.01896375785239903,0.06610812047881076,0.12019180224317683,38,0,1,8,11.75,10.75,8.5,34.0,2.545531271604435,2.463853240590168
2019-04-29,5238.14,237747.106674,-0.021122827845270097,0.018908856831206255,-0.022213345180450816,0.13123386414026808,34,0,1,7,10.5,11.75,15.25,38.0,2.4423470353692043,2.545531271604435
2019-05-06,5747.79,197310.051221,0.0946028491356485,0.018790553287979656,0.09729598674338602,0.06485428548085642,45,0,1,11,14.25,10.5,12.5,34.0,2.7245795030534206,2.4423470353692043
2019-05-13,7790.71,373832.00862,0.317827290898995,0.02978760514776987,0.35542704239368517,0.14446034048831924,74,0,1,19,23.5,14.25,10.75,45.0,3.1986731175506815,2.7245795030534206
2019-05-20,7938.15,441342.16737,0.029647470806589603,0.06012194178101005,0.01892510438714834,0.14943036277186172,52,0,1,13,16.5,23.5,11.75,74.0,2.8622008809294686,3.1986731175506815
2019-05-27,8756.32,327704.959039,0.1019844247092491,0.0511114299008431,0.10306809521110094,0.12548945066079883,57,0,1,14,18.0,16.5,10.5,52.0,2.9444389791664403,2.8622008809294686
2019-06-03,8115.82,285855.240123,-0.071570753862673,0.03295988498687612,-0.07314716684634637,0.16504185145288408,48,0,1,11,15.0,18.0,14.25,57.0,2.772588722239781,2.9444389791664403
2019-06-10,7982.75,284371.82305999997,-0.013025961178492695,0.03739087326031219,-0.016396371531157583,0.07307249101868585,44,0,1,10,13.75,15.0,23.5,48.0,2.691243082785829,2.772588722239781
2019-06-17,9313.96,285211.465277,0.1572548626316266,0.027132582457389115,0.16676082803545134,0.1045577291305276,70,0,1,17,22.0,13.75,16.5,44.0,3.1354942159291497,2.691243082785829
2019-06-24,11056.59,373458.562976,0.1763286242063358,0.027493058357015772,0.18709872063010802,0.1233076381473567,100,0,2,28,32.5,22.0,18.0,70.0,3.5115454388310208,3.1354942159291497
2019-07-01,10624.93,732013.731758,-0.012763451452172784,0.0702962169170652,-0.039040970136362096,0.10403390291006868,71,0,1,18,22.5,32.5,15.0,100.0,3.1570004211501135,3.5115454388310208
2019-07-08,12238.6,478960.170637,0.15179918656955269,0.06942378828439423,0.15187582412307665,0.08791007153434796,64,0,1,16,20.25,22.5,13.75,71.0,3.056356895370426,3.1570004211501135
2019-07-15,10838.72,540202.094795,-0.1093491449609452,0.05166557932742951,-0.11438236399588197,0.13619147160903566,66,0,1,16,20.75,20.25,22.0,64.0,3.079613757534693,3.056356895370426
2019-07-22,10340.31,445626.501137,-0.032345446392000904,0.07714341027833525,-0.04598421215789317,0.10985990285058078,54,0,1,12,16.75,20.75,32.5,66.0,2.8763855159214247,3.079613757534693
2019-07-29,9507.64,258373.307681,-0.082053070331095,0.028852859449442315,-0.08052659929924733,0.11759395822362659,50,0,1,11,15.5,16.75,22.5,54.0,2.803360380906535,2.8763855159214247
2019-08-05,11828.8,295650.542321,0.22398385283028371,0.02315682452266233,0.24413629460097352,0.15264874946412224,59,0,1,14,18.5,15.5,20.25,50.0,2.970414465569701,2.803360380906535
2019-08-12,11396.08,323487.41102299996,-0.03437394019699871,0.037108104097357056,-0.036581901798999006,0.13870241505675945,53,0,1,12,16.5,18.5,20.75,59.0,2.8622008809294686,2.970414465569701
2019-08-19,10915.54,267948.466807,-0.0368467026100915,0.03695045061443119,-0.042167131153870385,0.13927280061512634,48,0,1,10,14.75,16.5,16.75,53.0,2.7568403652716422,2.8622008809294686
2019-08-26,10372.25,236916.245713,-0.0482649369287129,0.03617837208237333,-0.04977215969159576,0.13204487299576367,46,0,1,9,14.0,14.75,15.5,48.0,2.70805020110221,2.7568403652716422
2019-09-02,10340.0,214296.286782,0.0004494880114999933,0.026778399939647285,-0.0031092578755814726,0.021028200516285688,44,0,1,9,13.5,14.0,18.5,46.0,2.6741486494265287,2.70805020110221
2019-09-09,10303.12,276171.144423,-0.0027233662810376017,0.02678434944203517,-0.0035667311411990976,0.024397713094225063,39,0,1,8,12.0,13.5,16.5,44.0,2.5649493574615367,2.6741486494265287
2019-09-16,10251.31,196301.328507,-0.004466927523476402,0.014750336400625615,-0.005028573868886443,0.023098834086836804,37,0,1,7,11.25,12.0,14.75,39.0,2.505525936990736,2.5649493574615367
2019-09-23,9702.25,191610.030322,-0.0542460422946259,0.009085097744088213,-0.05355998404106399,0.02607908740470888,48,0,1,10,14.75,11.25,14.0,37.0,2.7568403652716422,2.505525936990736
2019-09-30,8289.34,388488.319648,-0.1471698145877014,0.04680304319355217,-0.14562704527300363,0.06769989185051478,40,0,1,8,12.25,14.75,13.5,48.0,2.583997552432231,2.7568403652716422
2019-10-07,8190.09,235473.380436,-0.010359998011001598,0.02037053112119234,-0.011973208964766835,0.06592580474507256,37,0,1,8,11.5,12.25,12.0,40.0,2.5257286443082556,2.583997552432231
2019-10-14,8348.2,259025.32969,0.020925810809092203,0.028864588263276644,0.01930503816197393,0.0731228913439011,34,0,1,7,10.5,11.5,11.25,37.0,2.4423470353692043,2.5257286443082556
2019-10-21,8197.27,219879.808597,-0.017012676142432702,0.018390659711219275,-0.018079346445940447,0.07437312161749551,43,0,1,9,13.25,10.5,14.75,34.0,2.6567569067146595,2.4423470353692043
2019-10-28,9205.14,558608.23154,0.1346005281150927,0.055580088409414474,0.12295190959917135,0.07034702549184672,42,0,1,9,13.0,13.25,12.25,43.0,2.6390573296152584,2.6567569067146595
2019-11-04,9393.35,320082.983281,0.0211985459817168,0.04464217310017395,0.020446185500709424,0.06561758865101036,38,0,1,7,11.5,13.0,11.5,42.0,2.5257286443082556,2.6390573296152584
2019-11-11,8733.27,293276.36888,-0.07060744523915401,0.018937644229572774,-0.07027098958305611,0.08694716900699365,35,0,1,7,10.75,11.5,10.5,38.0,2.463853240590168,2.5257286443082556
2019-11-18,8187.17,237661.660875,-0.063480144063625,0.021280989028389243,-0.06253098782014077,0.09567997594611813,38,0,1,8,11.75,10.75,13.25,35.0,2.545531271604435,2.463853240590168
2019-11-25,7109.57,499030.04896000004,-0.1361188572875085,0.023253918748392912,-0.13162057218794776,0.06452810249073104,41,0,1,9,12.75,11.75,13.0,38.0,2.6210388241125804,2.545531271604435
2019-12-02,7294.28,429943.585134,0.028441692363150698,0.03621725937909449,0.025980474205894222,0.06767536255449987,35,0,1,7,10.75,12.75,11.5,41.0,2.463853240590168,2.6210388241125804
