date,close,volume,return,volatility,total_edits,unique_editors,revert_count,anon_edits,controversy_total,positive_total,controversy_index,revert_rate,attention_index,attention_lag1,attention_lag7,controversy_lag1,edits_lag1
2020-01-16,8720.01,51991.074284,-0.0114947610416021,0.0387972570427155,12.0,8.0,6.0,7.0,5.0,1.0,0.3333333333333333,0.5,96.0,228.0,8.0,-0.05263157894736842,19.0
2020-01-17,8913.28,70897.737377,0.0221639654082965,0.036358066805812,3.0,2.0,1.0,0.0,1.0,3.0,-0.6666666666666666,0.3333333333333333,6.0,96.0,1.0,0.3333333333333333,12.0
2020-01-18,8915.96,38294.746545,0.0003006749479426,0.0337779068512545,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,-0.6666666666666666,3.0
2020-01-19,8701.7,70676.889259,-0.024031063396426,0.0367818128230356,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.0,1.0,0.0,2.0
2020-01-20,8642.35,38896.639746,-0.006820506337842,0.0365993534958339,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0
2020-01-21,8736.03,36494.687659,0.0108396443097074,0.0150447600197014,0.0,0.0,0.0,,,,0.0,0.0,0.0,3.0,4.0,0.0,3.0
2020-01-22,8682.36,29080.557138,-0.0061435228587813,0.01510943581488,3.0,3.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,9.0,0.0,228.0,0.0,0.0
2020-01-23,8404.52,48165.944597,-0.0320005159887404,0.0187644848647648,8.0,2.0,0.0,0.0,2.0,3.0,-0.125,0.0,16.0,9.0,96.0,0.3333333333333333,3.0
2020-01-24,8439.0,41687.529529,0.0041025543398076,0.0153157938129594,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,6.0,-0.125,8.0
2020-01-25,8340.58,25521.157932,-0.011662519255836,0.0149398233432085,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.0,4.0,0.0,2.0
2020-01-26,8615.0,31130.485164,0.0329017886046294,0.0202078604497827,13.0,2.0,0.0,0.0,2.0,6.0,-0.3076923076923077,0.0,26.0,0.0,0.0,0.0,0.0
2020-01-27,8907.57,53973.542996,0.0339605339524085,0.0238805972874118,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,26.0,3.0,-0.3076923076923077,13.0
2020-01-28,9374.21,74584.853765,0.0523869023762932,0.0300614769202595,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0
2020-01-29,9301.53,53864.065122,-0.0077531866685297,0.0302158263999595,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,9.0,1.0,1.0
2020-01-30,9513.21,60626.744259,0.0227575463391505,0.023867890523256,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,16.0,0.0,0.0
2020-01-31,9352.89,45552.022352,-0.0168523558294203,0.0270216824360977,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2020-02-01,9384.61,28578.067354,0.0033914650979538,0.0250643975681023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-02-02,9331.51,45690.91254,-0.0056581999678196,0.0252890334200389,5.0,4.0,0.0,0.0,0.0,2.0,-0.4,0.0,20.0,1.0,26.0,0.0,1.0
2020-02-03,9292.24,50892.133451,-0.0042083221257868,0.023770639477757,5.0,1.0,0.0,0.0,0.0,2.0,-0.4,0.0,5.0,20.0,4.0,-0.4,5.0
2020-02-04,9197.02,53308.175266,-0.010247260079378,0.0127735930304555,0.0,0.0,0.0,,,,0.0,0.0,0.0,5.0,1.0,-0.4,5.0
2020-02-05,9612.04,64870.415615,0.0451254862988228,0.0217420443969296,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-02-06,9772.0,64949.706588,0.0166416286241004,0.0210156448227469,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.0,0.0,0.0,2.0
2020-02-07,9813.73,43966.114632,0.0042703643061807,0.0189309994680498,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,9895.05,43600.843666,0.0082863498384406,0.0188638366906248,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-02-09,10151.75,43408.475616,0.0259422640613236,0.01890304102556,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,20.0,0.0,0.0
2020-02-10,9851.83,59573.084619,-0.0295436747358829,0.0242505171888963,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2020-02-11,10223.08,62422.395224,0.0376833542600714,0.0247897413967068,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-02-12,10326.46,61008.06393,0.0101124123062716,0.021065259488934,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,2.0,-1.0,1.0
2020-02-13,10229.63,79344.358759,-0.0093768823004204,0.0220693420134286,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-02-14,10344.36,47038.480173,0.0112154594056677,0.0220944556687505,4.0,4.0,1.0,1.0,2.0,0.0,0.5,0.25,16.0,1.0,0.0,0.0,1.0
2020-02-15,9904.72,57657.202947,-0.0425004543538702,0.0291157010756879,7.0,3.0,0.0,0.0,0.0,2.0,-0.2857142857142857,0.0,21.0,16.0,0.0,0.5,4.0
2020-02-16,9917.27,60023.999537,0.0012670726683845,0.0269347116393519,0.0,0.0,0.0,,,,0.0,0.0,0.0,21.0,0.0,-0.2857142857142857,7.0
2020-02-17,9706.0,70261.011901,-0.0213032417187392,0.0257356738890109,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,10164.71,70604.124019,0.0472604574490005,0.0283127380953501,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020-02-19,9593.79,55162.586895,-0.0561668753953628,0.0345726089744112,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2020-02-20,9596.42,60152.342914,0.0002741356648414,0.0347907187121476,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-02-21,9677.05,42181.554524,0.0084020916133307,0.0345394721145499,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,0.0,0.0
2020-02-22,9650.86,24636.757623,-0.0027064032943923,0.0312151263408167,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,21.0,0.0,2.0
2020-02-23,9936.4,37702.089843,0.0295870005367395,0.0336437159934554,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2020-02-24,9656.13,55796.59612,-0.0282063926573005,0.0344889087478734,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,9315.84,54379.344552,-0.0352408262937635,0.0292581751689687,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-02-26,8785.25,92130.345482,-0.0569556797884034,0.0294574363950781,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,8823.21,72483.578762,0.0043208787456245,0.0297791840745531,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
2020-02-28,8692.91,71155.208977,-0.0147678679301522,0.0284508656407482,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,4.0,0.0,4.0
2020-02-29,8523.61,36748.183035,-0.0194756416435922,0.0279594207406906,0.0,0.0,0.0,,,,0.0,0.0,0.0,8.0,1.0,0.0,4.0
2020-03-01,8531.88,43892.201779,0.000970246175036,0.0212593250665197,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,8915.24,60401.31773,0.0449326525923947,0.0323830343560092,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,8760.07,55154.997282,-0.0174050277951014,0.0308110724140149,2.0,2.0,1.0,1.0,1.0,0.0,0.5,0.5,4.0,0.0,0.0,0.0,0.0
2020-03-04,8750.87,38696.482578,-0.0010502199183338,0.0221325855540247,6.0,3.0,2.0,0.0,1.0,3.0,-0.3333333333333333,0.3333333333333333,18.0,4.0,0.0,0.5,2.0
2020-03-05,9054.68,58201.866355,0.0347176909267306,0.0258690795894522,0.0,0.0,0.0,,,,0.0,0.0,0.0,18.0,16.0,-0.3333333333333333,6.0
2020-03-06,9131.88,43782.948044,0.0085259777264352,0.0245170442977963,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,8.0,0.0,0.0
2020-03-07,8886.66,45422.204525,-0.0268531780969525,0.0259759047146252,3.0,2.0,0.0,0.0,0.0,1.0,-0.3333333333333333,0.0,6.0,0.0,0.0,0.0,0.0
2020-03-08,8033.31,77537.315166,-0.096025953507842,0.0467963420398758,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,-0.3333333333333333,3.0
2020-03-09,7929.87,116968.863268,-0.0128763859480089,0.0406833853179833,3.0,3.0,0.0,0.0,0.0,1.0,-0.3333333333333333,0.0,9.0,12.0,0.0,0.0,4.0
2020-03-10,7894.56,86783.443875,-0.0044527842196655,0.0408949934347478,0.0,0.0,0.0,,,,0.0,0.0,0.0,9.0,4.0,-0.3333333333333333,3.0
2020-03-11,7934.52,79942.411172,0.0050617133823798,0.041281037708561,3.0,3.0,0.0,0.0,0.0,3.0,-1.0,0.0,9.0,0.0,18.0,0.0,0.0
2020-03-12,4800.0,261505.608653,-0.3950484717412017,0.1457236919793504,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,-1.0,3.0
2020-03-13,5578.6,402201.673764,0.1622083333333335,0.1698937289094373,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2020-03-14,5172.06,136910.135974,-0.0728749148531889,0.1696229548879965,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,6.0,0.0,6.0,0.0,0.0
2020-03-15,5361.3,139916.146534,0.0365889026809433,0.172203282464277,0.0,0.0,0.0,,,,0.0,0.0,0.0,6.0,12.0,0.0,3.0
2020-03-16,5028.97,227276.92276,-0.0619868315520489,0.1719047463037758,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,9.0,0.0,0.0
2020-03-17,5312.64,150089.926318,0.0564071768175193,0.1759200809183859,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-18,5393.04,137127.634894,0.0151337188290565,0.1763765501304116,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0
2020-03-19,6162.37,199020.873439,0.1426523815881208,0.0908415389144386,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.0,1.0,0.0,2.0
2020-03-20,6208.36,219298.329514,0.0074630377598228,0.0731816043028996,4.0,4.0,2.0,0.0,2.0,1.0,0.25,0.5,16.0,0.0,0.0,0.0,0.0
2020-03-21,6186.98,128913.668363,-0.003443743597343,0.0628465100077555,7.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,16.0,6.0,0.25,4.0
2020-03-22,5816.19,119115.990527,-0.0599306931653246,0.0706369072711626,2.0,2.0,1.0,0.0,1.0,0.0,0.5,0.5,4.0,14.0,0.0,0.0,7.0
2020-03-23,6467.31,164674.215785,0.1119495752373977,0.0701430732472373,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.5,2.0
2020-03-24,6744.72,151138.009878,0.0428941863000227,0.0697563431163119,2.0,2.0,1.0,0.0,1.0,0.0,0.5,0.5,4.0,1.0,0.0,0.0,1.0
2020-03-25,6677.43,132155.734989,-0.0099766928797637,0.0716681182878428,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.0,2.0,0.5,2.0
2020-03-26,6737.36,83026.555211,0.0089750098466026,0.0529809531656865,7.0,2.0,4.0,0.0,5.0,0.0,0.7142857142857143,0.5714285714285714,14.0,0.0,0.0,0.0,0.0
2020-03-27,6359.11,82914.968354,-0.0561421684458007,0.0593574967418867,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,16.0,0.7142857142857143,7.0
2020-03-28,6236.65,93159.693429,-0.0192574118076271,0.0600253106502852,11.0,3.0,6.0,0.0,7.0,1.0,0.5454545454545454,0.5454545454545454,33.0,1.0,14.0,0.0,1.0
2020-03-29,5881.42,63311.627714,-0.0569584632775608,0.0595172575297647,4.0,4.0,2.0,1.0,1.0,0.0,0.25,0.5,16.0,33.0,4.0,0.5454545454545454,11.0
2020-03-30,6394.38,118889.549992,0.0872170326213737,0.0522691068467146,0.0,0.0,0.0,,,,0.0,0.0,0.0,16.0,1.0,0.25,4.0
2020-03-31,6410.44,72337.595259,0.0025115804816102,0.0487994332399034,12.0,4.0,0.0,0.0,6.0,0.0,0.5,0.0,48.0,0.0,4.0,0.0,0.0
2020-04-01,6642.92,97500.7524,0.0362658413463039,0.0512753419872322,2.0,2.0,0.0,0.0,0.0,1.0,-0.5,0.0,4.0,48.0,0.0,0.5,12.0
2020-04-02,6794.09,149299.906871,0.0227565588626688,0.0519211880951625,2.0,1.0,0.0,0.0,0.0,1.0,-0.5,0.0,2.0,4.0,14.0,-0.5,2.0
2020-04-03,6734.1,104080.276939,-0.0088297329002117,0.0457520514768833,3.0,2.0,0.0,0.0,1.0,2.0,-0.3333333333333333,0.0,6.0,2.0,1.0,-0.5,2.0
2020-04-04,6856.99,72990.861139,0.0182489122525653,0.0440417274343589,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,4.0,6.0,33.0,-0.3333333333333333,3.0
2020-04-05,6772.78,49685.356983,-0.0122808987617015,0.0340770497287752,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.0,16.0,0.0,2.0
2020-04-06,7329.9,118052.000832,0.0822586884558482,0.0324815787269993,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-07,7197.32,103585.168918,-0.0180875591754321,0.0351662631132278,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,48.0,0.0,0.0
2020-04-08,7361.28,76059.145838,0.0227807017056349,0.0343059594855194,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2020-04-09,7283.54,61094.872417,-0.0105606633628934,0.0353873294739261,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2020-04-10,6858.92,104674.623375,-0.058298574594222,0.043825420420489,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2020-04-11,6876.83,45470.293206,0.0026111982644496,0.0433404491935902,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2020-04-12,6903.79,73868.666501,0.0039204110033257,0.0429310100878422,4.0,3.0,1.0,0.0,0.0,5.0,-1.25,0.25,12.0,0.0,0.0,0.0,0.0
2020-04-13,6837.91,96415.476573,-0.0095425845803537,0.0252485664394607,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,-1.25,4.0
2020-04-14,6868.7,69068.623285,0.0045028378554266,0.0254255131183608,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2020-04-15,6621.24,61571.384994,-0.0360271958303609,0.0238555701401397,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2020-04-16,7101.94,125009.857539,0.0725996943170765,0.0409113546690623,5.0,2.0,0.0,0.0,0.0,6.0,-1.2,0.0,10.0,1.0,0.0,0.0,1.0
2020-04-17,7027.55,54126.509763,-0.0104746027141878,0.0334244772964867,0.0,0.0,0.0,,,,0.0,0.0,0.0,10.0,0.0,-1.2,5.0
2020-04-18,7248.6,49488.542819,0.0314547744235189,0.0349750875741525,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-19,7120.74,45664.86393,-0.017639268272494,0.036323858120123,3.0,2.0,1.0,0.0,0.0,2.0,-0.6666666666666666,0.3333333333333333,6.0,0.0,12.0,0.0,0.0
2020-04-20,6826.83,90149.49137,-0.0412752045433479,0.0402107924800254,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.5,4.0,6.0,1.0,-0.6666666666666666,3.0
2020-04-21,6841.37,60109.710808,0.002129831854609,0.0401809092364629,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.0,1.0,0.0,2.0
2020-04-22,7125.14,61486.377334,0.0414785342701828,0.0392308818607209,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-04-23,7482.39,102773.569561,0.0501393656826392,0.0339309287315835,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2020-04-24,7505.0,60182.119939,0.0030217617632868,0.0330807527000797,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-25,7538.67,43874.427726,0.0044863424383745,0.0316935655473024,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-26,7693.1,50522.616209,0.0204850457706731,0.0301842623404107,2.0,2.0,1.0,0.0,1.0,0.0,0.5,0.5,4.0,0.0,6.0,0.0,0.0
2020-04-27,7774.62,65441.339576,0.0105965085596182,0.0195714879009819,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.0,4.0,0.5,2.0
2020-04-28,7738.98,46302.752638,-0.0045841468779181,0.0206646135849407,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-29,8778.57,183546.887514,0.1343316561097198,0.0488574271213751,7.0,4.0,0.0,0.0,1.0,2.0,-0.14285714285714285,0.0,28.0,0.0,0.0,0.0,0.0
2020-04-30,8620.0,206277.214124,-0.0180633064382923,0.0511980457622611,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,-0.14285714285714285,7.0
2020-05-01,8826.96,91468.815059,0.0240092807424592,0.05054819718227,3.0,1.0,0.0,0.0,1.0,2.0,-0.3333333333333333,0.0,3.0,1.0,0.0,0.0,1.0
2020-05-02,8972.05,59002.08755,0.0164371425723013,0.049959310597757,0.0,0.0,0.0,,,,0.0,0.0,0.0,3.0,0.0,-0.3333333333333333,3.0
2020-05-03,8894.16,90126.065643,-0.0086814050300655,0.051698737697545,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,4.0,0.0,0.0
2020-05-04,8871.96,84418.512331,-0.0024960198602229,0.0524122370472079,13.0,6.0,1.0,1.0,4.0,6.0,-0.15384615384615385,0.07692307692307693,78.0,1.0,0.0,-1.0,1.0
2020-05-05,9021.83,76480.765342,0.0168925468554863,0.0513416495720296,0.0,0.0,0.0,,,,0.0,0.0,0.0,78.0,0.0,-0.15384615384615385,13.0
2020-05-06,9142.92,105925.30242,0.0134218889072394,0.0156723534553825,5.0,4.0,1.0,0.0,2.0,4.0,-0.4,0.2,20.0,0.0,28.0,0.0,0.0
2020-05-07,9986.4,147154.611378,0.0922549907469385,0.0331942577895359,0.0,0.0,0.0,,,,0.0,0.0,0.0,20.0,1.0,-0.4,5.0
2020-05-08,9800.01,100683.7964,-0.0186643835616437,0.0364559177360795,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020-05-09,9539.4,81950.679567,-0.0265928300073163,0.0397676444310847,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-10,8722.77,183865.182028,-0.0856060129567896,0.0537742418059998,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-05-11,8561.52,168807.251832,-0.0184861001723076,0.0541597942349335,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,78.0,0.0,0.0
2020-05-12,8810.79,86522.780066,0.0291151571216325,0.0551274469481405,0.0,0.0,0.0,,,,0.0,0.0,0.0,6.0,0.0,0.0,3.0
2020-05-13,9309.37,92466.274018,0.0565874342709336,0.0593991549992049,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,20.0,0.0,0.0
2020-05-14,9791.98,129565.37747,0.0518413168667695,0.0507331346375215,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-05-15,9316.42,115890.761516,-0.0485662756664126,0.0535799081671888,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0
2020-05-16,9381.27,59587.627862,0.0069608283009998,0.0529230831927784,3.0,3.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,9.0,6.0,0.0,0.0,3.0
2020-05-17,9680.04,68647.764323,0.031847500391738,0.0382837010102363,0.0,0.0,0.0,,,,0.0,0.0,0.0,9.0,0.0,0.3333333333333333,3.0
2020-05-18,9733.93,82006.603583,0.0055671257556786,0.0357055307143308,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2020-05-19,9775.53,78539.760454,0.0042737106184245,0.0357729087704223,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20,9511.43,74923.73809,-0.0270164379834136,0.0336636276511498,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-21,9068.65,108928.780969,-0.0465524111516355,0.0305401832518172,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-05-22,9170.0,58943.131024,0.0111758641032568,0.0261626454190761,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2020-05-23,9179.15,43526.296966,0.0009978189749182,0.0259195916407789,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,9.0,0.0,0.0
2020-05-24,8720.34,70379.86645,-0.0499839309740007,0.0261333170670924,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-25,8900.35,62833.910949,0.0206425437540278,0.0285706968762848,15.0,3.0,2.0,0.0,2.0,9.0,-0.4666666666666667,0.13333333333333333,45.0,0.0,0.0,0.0,0.0
2020-05-26,8841.18,58299.770138,-0.0066480531664485,0.0277992565366036,4.0,4.0,2.0,0.0,2.0,1.0,0.25,0.5,16.0,45.0,0.0,-0.4666666666666667,15.0
2020-05-27,9204.07,68910.355514,0.0410454260630368,0.0337234395641778,0.0,0.0,0.0,,,,0.0,0.0,0.0,16.0,0.0,0.25,4.0
2020-05-28,9575.89,74110.787662,0.0403973459567343,0.0314559541736564,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-05-29,9427.07,57374.362961,-0.0155411141940853,0.0326379354002318,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,1.0
2020-05-30,9697.72,55665.27254,0.0287098748603753,0.0338137659661072,15.0,3.0,0.0,0.0,0.0,5.0,-0.3333333333333333,0.0,45.0,1.0,0.0,0.0,1.0
2020-05-31,9448.27,48333.786403,-0.0257225409683924,0.0274864644889902,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,-0.3333333333333333,15.0
2020-06-01,10200.77,76649.12696,0.0796442099982324,0.0377615059538064,8.0,2.0,2.0,0.0,2.0,2.0,0.0,0.25,16.0,1.0,45.0,0.0,1.0
2020-06-02,9518.04,108970.773151,-0.066929261222437,0.0498589949836521,2.0,2.0,0.0,0.0,0.0,3.0,-1.5,0.0,4.0,16.0,16.0,0.0,8.0
2020-06-03,9666.24,46252.644939,0.0155704325680496,0.0482605374610601,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,4.0,0.0,-1.5,2.0
2020-06-04,9789.06,57456.100969,0.0127060780613765,0.0462574542531198,3.0,3.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,9.0,1.0,1.0,-1.0,1.0
2020-06-05,9621.16,47788.05005,-0.0171518000706911,0.0463750772663287,0.0,0.0,0.0,,,,0.0,0.0,0.0,9.0,1.0,0.3333333333333333,3.0
2020-06-06,9666.3,32752.950893,0.0046917419521137,0.0450986468508994,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.5,4.0,0.0,45.0,0.0,0.0
2020-06-07,9746.99,57952.848385,0.0083475580108212,0.0436237577638353,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,4.0,1.0,0.0,2.0
2020-06-08,9782.01,40664.664125,0.003592904065768,0.0290487687027151,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,16.0,-1.0,1.0
2020-06-09,9772.43,46024.001289,-0.0009793488250369,0.0108104523705548,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2020-06-10,9885.0,47130.762982,0.0115191410938733,0.010166105159256,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
2020-06-11,9280.4,94418.98473,-0.0611633788568538,0.0254942323171314,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.5,2.0,3.0,9.0,0.0,3.0
2020-06-12,9465.13,50119.066932,0.0199053920089651,0.0269168206030281,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.0,0.0,0.0,2.0
2020-06-13,9473.34,27759.784851,0.0008673943199934,0.026796612324214,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2020-06-14,9342.1,30055.506608,-0.013853614459103,0.0266037893090138,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-06-15,9426.02,86107.924707,0.008982990976333,0.0269937557268324,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,3.0,0.0,0.0,0.0,0.0
2020-06-16,9525.59,52052.446927,0.0105633130419837,0.0276226843885338,0.0,0.0,0.0,,,,0.0,0.0,0.0,3.0,0.0,0.0,3.0
2020-06-17,9465.14,48046.411152,-0.0063460636034093,0.0268382519704809,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0
2020-06-18,9386.32,37381.953765,-0.0083273992777708,0.0120480353772162,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.0,2.0,0.0,4.0
2020-06-19,9310.23,45330.983673,-0.0081064783642578,0.009333652492563,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-20,9358.95,30329.065384,0.0052329534286479,0.0097197593032398,15.0,6.0,1.0,0.0,1.0,8.0,-0.4666666666666667,0.06666666666666667,90.0,0.0,0.0,0.0,0.0
2020-06-21,9294.69,24316.926234,-0.0068661548571153,0.0085513639814353,6.0,4.0,2.0,0.0,2.0,0.0,0.3333333333333333,0.3333333333333333,24.0,90.0,0.0,-0.4666666666666667,15.0
2020-06-22,9685.69,57895.468343,0.0420670296696286,0.0183363718944387,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,3.0,0.3333333333333333,6.0
2020-06-23,9624.89,41031.02938,-0.0062773018752407,0.0184409460830427,2.0,2.0,1.0,0.0,1.0,0.0,0.5,0.5,4.0,1.0,0.0,0.0,1.0
2020-06-24,9296.49,61571.561464,-0.0341198704608571,0.0228924429981273,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.0,4.0,0.5,2.0
